Stretch,Stress_P11
1,0
1.0625,0.061517448
1.125,0.116009193
1.1875,0.164907579
1.25,0.209288123
1.3125,0.249970991
1.375,0.287590398
1.4375,0.322643003
1.5,0.355522287
1.4375,0.320722812
1.375,0.284338774
1.3125,0.245965677
1.25,0.205091392
1.1875,0.16105932
1.125,0.113015852
1.0625,0.059833993
1,0
1.083333333,0.078216121
1.166666667,0.145539673
1.25,0.205091392
1.333333333,0.259006764
1.416666667,0.308788946
1.5,0.355522287
1.583333333,0.396516281
1.666666667,0.434786581
1.75,0.470782684
1.833333333,0.504854604
1.916666667,0.537279254
2,0.568279251
1.916666667,0.530411781
1.833333333,0.492324441
1.75,0.453802001
1.666666667,0.414575046
1.583333333,0.374302636
1.5,0.332547578
1.416666667,0.288740527
1.333333333,0.242126826
1.25,0.191685981
1.166666667,0.136006563
1.083333333,0.073086095
1,0
1.09375,0.081435733
1.1875,0.150514441
1.28125,0.211128999
1.375,0.265840866
1.46875,0.31639621
1.5625,0.364022516
1.65625,0.409606088
1.75,0.453802001
1.84375,0.497104277
1.9375,0.539891852
2.03125,0.579575155
2.125,0.6124974
2.21875,0.644121933
2.3125,0.674616404
2.40625,0.704124798
2.5,0.732773981
2.40625,0.691176941
2.3125,0.650332233
2.21875,0.610128899
2.125,0.570434377
2.03125,0.531089624
1.9375,0.491902464
1.84375,0.452638305
1.75,0.413006961
1.65625,0.372643653
1.5625,0.331081134
1.46875,0.287708001
1.375,0.241704982
1.28125,0.191945046
1.1875,0.136832109
1.09375,0.074031393
1,0
1.1,0.078519759
1.2,0.144564024
1.3,0.202265697
1.4,0.25428648
1.5,0.302412287
1.6,0.347885334
1.7,0.391597872
1.8,0.434209557
1.9,0.476220874
2,0.518020332
2.1,0.55991552
2.2,0.602153962
2.3,0.644937386
2.4,0.688431679
2.5,0.732773981
2.6,0.762515141
2.7,0.791537974
2.8,0.819964578
2.9,0.847913446
3,0.875501964
2.9,0.828352313
2.8,0.782800748
2.7,0.73874857
2.6,0.696087227
2.5,0.65469693
2.4,0.614444942
2.3,0.57518335
2.2,0.536746017
2.1,0.498944329
2,0.461561139
1.9,0.424342069
1.8,0.386982865
1.7,0.349110819
1.6,0.310257034
1.5,0.269814288
1.4,0.226971551
1.3,0.180609453
1.2,0.129127974
1.1,0.070151428
1,0
1.104166667,0.072800414
1.208333333,0.133664873
1.3125,0.186645943
1.416666667,0.23432138
1.520833333,0.278407092
1.625,0.320092851
1.729166667,0.360235201
1.833333333,0.399472845
1.9375,0.438298032
2.041666667,0.477101953
2.145833333,0.516204299
2.25,0.555872852
2.354166667,0.596336665
2.458333333,0.637795047
2.5625,0.680423742
2.666666667,0.724379255
2.770833333,0.769801941
2.875,0.8168183
2.979166667,0.865542779
3.083333333,0.898302399
3.1875,0.926672871
3.291666667,0.955029901
3.395833333,0.983519419
3.5,1.012294281
3.395833333,0.956756029
3.291666667,0.903913496
3.1875,0.853612874
3.083333333,0.805696874
2.979166667,0.76000455
2.875,0.716371068
2.770833333,0.674627374
2.666666667,0.634599692
2.5625,0.596108755
2.458333333,0.558968627
2.354166667,0.522984941
2.25,0.487952265
2.145833333,0.453650252
2.041666667,0.419838001
1.9375,0.386245848
1.833333333,0.35256335
1.729166667,0.31842153
1.625,0.283366289
1.520833333,0.246817802
1.416666667,0.208007043
1.3125,0.165873642
1.208333333,0.118895775
1.104166667,0.06479515
1,0
1.107142857,0.066468168
1.214285714,0.121745849
1.321428571,0.169649257
1.428571429,0.212587503
1.535714286,0.252157015
1.642857143,0.289463758
1.75,0.325306936
1.857142857,0.360288245
1.964285714,0.394879179
2.071428571,0.429463749
2.178571429,0.464366255
2.285714286,0.499869681
2.392857143,0.536228053
2.5,0.573674806
2.607142857,0.612428454
2.714285714,0.652696436
2.821428571,0.694677689
2.928571429,0.738564352
3.035714286,0.784542878
3.142857143,0.83279475
3.25,0.883496947
3.357142857,0.936822253
3.464285714,0.992939482
3.571428571,1.032273382
3.678571429,1.062754181
3.785714286,1.094020894
3.892857143,1.126276727
4,1.159736992
3.892857143,1.091067103
3.785714286,1.026799976
3.678571429,0.966653596
3.571428571,0.910346804
3.464285714,0.857601217
3.357142857,0.808142664
3.25,0.76170221
3.142857143,0.718016825
3.035714286,0.67682974
2.928571429,0.637890514
2.821428571,0.600954807
2.714285714,0.565783823
2.607142857,0.532143373
2.5,0.499802435
2.392857143,0.468531075
2.285714286,0.438097494
