Stretch,Stress_P11
1.229166667,0.158315504
1.458333333,0.245672223
1.6875,0.31592003
1.916666667,0.384708636
2.145833333,0.45830222
2.375,0.540282168
2.604166667,0.63344629
2.833333333,0.74043342
3.0625,0.8639512
3.291666667,1.00686204
3.520833333,1.172211331
3.75,1.36322896
3.979166667,1.583317231
4.208333333,1.836031896
4.4375,2.125060867
4.666666667,2.454205009
4.895833333,2.827372729
5.125,3.24881976
5.354166667,3.729546295
5.583333333,4.398208482
5.8125,6.348804802
6.041666667,10.99718981
6.270833333,12.45254518
6.5,14.06296044
6.270833333,7.421743315
6.041666667,5.57532021
5.8125,4.844632027
5.583333333,4.251596328
5.354166667,3.721839505
5.125,3.248536835
4.895833333,2.827363777
4.666666667,2.454204724
4.4375,2.125060857
4.208333333,1.836031895
3.979166667,1.583317231
3.75,1.36322896
3.520833333,1.172211331
3.291666667,1.00686204
3.0625,0.8639512
2.833333333,0.74043342
2.604166667,0.63344629
2.375,0.540282168
2.145833333,0.45830222
1.916666667,0.384708636
1.6875,0.31592003
1.458333333,0.245672223
1.229166667,0.158315504
1,0
1.230769231,0.159064569
1.461538462,0.246715566
1.692307692,0.317347779
1.923076923,0.386681827
2.153846154,0.461009745
2.384615385,0.543947872
2.615384615,0.638340103
2.846153846,0.746881159
3.076923077,0.872342856
3.307692308,1.017658786
3.538461538,1.185951346
3.769230769,1.380532097
4,1.604888562
4.230769231,1.862664237
4.461538462,2.157636553
4.692307692,2.493697155
4.923076923,2.874839409
5.153846154,3.305158973
5.384615385,3.788876029
5.615384615,4.330468719
5.846153846,4.938536222
6.076923077,5.729152434
6.307692308,8.058496612
6.538461538,14.34945181
6.769230769,16.17343386
7,18.19215809
