Stretch,Stress_P11
1.222222222,0.104093532
1.444444444,0.179968449
1.666666667,0.242264164
1.888888889,0.297692109
2.111111111,0.349963558
2.333333333,0.401574161
2.555555556,0.45455866
2.777777778,0.510855046
3,0.572503195
3.222222222,0.641766642
3.444444444,0.721214838
3.666666667,0.813780452
3.888888889,0.922792578
4.111111111,1.051974652
4.333333333,1.205382787
4.555555556,1.361864472
4.777777778,1.461879553
5,1.577084486
4.777777778,1.343918184
4.555555556,1.153755023
4.333333333,0.999491436
4.111111111,0.874366272
3.888888889,0.772364401
3.666666667,0.688347832
3.444444444,0.618033192
3.222222222,0.557897109
3,0.505056183
2.777777778,0.457143146
2.555555556,0.412184401
2.333333333,0.368472636
2.111111111,0.324416307
1.888888889,0.278327318
1.666666667,0.228060499
1.444444444,0.170290824
1.222222222,0.098827697
1,0
1.225,0.099848273
1.45,0.17186672
1.675,0.230054447
1.9,0.280710039
2.125,0.327210541
2.35,0.371743252
2.575,0.416045092
2.8,0.461771467
3.025,0.510714844
3.25,0.564961497
3.475,0.627025938
3.7,0.699981287
3.925,0.787591101
4.15,0.894435002
4.375,1.026001189
4.6,1.188689548
4.825,1.389629261
5.05,1.605425248
5.275,1.745574882
5.5,1.909244951
5.275,1.580649681
5.05,1.321842586
4.825,1.12035606
4.6,0.96407506
4.375,0.842453528
4.15,0.746864798
3.925,0.670499115
3.7,0.60808232
3.475,0.55556224
3.25,0.509826018
3.025,0.46846627
2.8,0.429592351
2.575,0.391673705
2.35,0.353397088
2.125,0.313512143
1.9,0.270622363
1.675,0.222832648
1.45,0.167038243
1.225,0.097252929
1,0
1.227272727,0.098061827
1.454545455,0.168276041
1.681818182,0.224378071
1.909090909,0.272434875
2.136363636,0.31558559
2.363636364,0.355749878
2.590909091,0.394351936
2.818181818,0.432679495
3.045454545,0.472098136
3.272727273,0.514211668
3.5,0.561012724
3.727272727,0.615050049
3.954545455,0.679631509
4.181818182,0.759076051
4.409090909,0.859016671
4.636363636,0.986730653
4.863636364,1.151419475
5.090909091,1.364263667
5.318181818,1.637934044
5.545454545,1.945531588
5.772727273,2.145205064
6,2.378863346
5.772727273,1.903465566
5.545454545,1.542396056
5.318181818,1.273536895
5.090909091,1.074637729
4.863636364,0.926878939
4.636363636,0.815713147
4.409090909,0.730423126
4.181818182,0.663290492
3.954545455,0.608789526
3.727272727,0.562942753
3.5,0.522849226
3.272727273,0.486353102
3.045454545,0.451812859
2.818181818,0.417936379
2.590909091,0.383653635
2.363636364,0.348002057
2.136363636,0.309996604
1.909090909,0.268440828
1.681818182,0.221589828
1.454545455,0.166448099
1.227272727,0.097091856
1,0
1.229166667,0.097756722
1.458333333,0.167460718
1.6875,0.222845705
1.916666667,0.269899329
2.145833333,0.311641514
2.375,0.349831886
2.604166667,0.385681909
2.833333333,0.420196443
3.0625,0.454365908
3.291666667,0.489299799
3.520833333,0.526346337
3.75,0.567227413
3.979166667,0.614215331
4.208333333,0.670381879
4.4375,0.739957209
4.666666667,0.828840609
4.895833333,0.945294713
5.125,1.100800908
5.354166667,1.31090308
5.583333333,1.595542223
5.8125,1.977845211
6.041666667,2.425793157
6.270833333,2.708986336
6.5,3.038991025
6.270833333,2.340032149
6.041666667,1.830980719
5.8125,1.471497016
5.583333333,1.219285269
5.354166667,1.040245745
5.125,0.910112284
4.895833333,0.812649361
4.666666667,0.73724732
4.4375,0.676954077
4.208333333,0.627115863
3.979166667,0.584511548
3.75,0.546822559
3.520833333,0.512312439
3.291666667,0.479631069
3.0625,0.447689914
2.833333333,0.415574772
2.604166667,0.382473425
2.375,0.347599178
2.145833333,0.310087055
1.916666667,0.268822202
1.6875,0.222112938
1.458333333,0.166989916
1.229166667,0.0975102
1,0
1.230769231,0.098069814
1.461538462,0.167840511
1.692307692,0.223165486
1.923076923,0.270040586
2.153846154,0.311454357
2.384615385,0.349108869
2.615384615,0.38412853
2.846153846,0.417390188
3.076923077,0.449696438
3.307692308,0.481880934
3.538461538,0.51488679
3.769230769,0.549841962
4,0.588151627
4.230769231,0.63163188
4.461538462,0.682721309
4.692307692,0.744829184
4.923076923,0.822913279
5.153846154,0.924423986
5.384615385,1.060781226
5.615384615,1.249487524
5.846153846,1.516623526
6.076923077,1.898446565
6.307692308,2.438779637
6.538461538,3.099409563
6.769230769,3.495167568
7,3.953150704
